run_id,workload,secret_N,mitigation,rep,runtime_ms,avg_cpu_percent,max_mem_mib,blk_read_mib,blk_write_mib,exit_code
1f85939b-5807-4242-a0fd-58e297b3568c,secret,2,high,16,20305.593414,87.81941328395398,270.05078125,0.0,140.8203125,0
5e267f44-c291-423c-abdb-c7fa1bffafbe,secret,2,high,3,20221.304045,88.73590427238936,139.99609375,0.0,140.8203125,0
97c233e8-5229-426e-ba76-2fe2cd0c8f88,secret,3,low,13,10159.191387,78.04433146269656,400.09375,0.0,128.04296875,0
57b9b61e-804e-46fd-9370-7e590e24d7f0,secret,1,none,12,2410.325947,10.787628134843292,139.8515625,0.0,0.125,0
117c8ba7-1987-476c-87ce-179a5492d989,secret,1,high,25,20203.573543000002,89.28351195697182,140.109375,0.0,140.0,0
c25b88d9-f531-4347-993c-d3a22ddcc737,secret,3,none,15,4540.624809,51.27298770392636,399.921875,0.0,128.04296875,0
6963802b-cf5e-46e0-9131-f614bbb12ae8,secret,2,low,27,13197.194844,83.12851427656015,139.9921875,0.0,64.8203125,0
7f360714-fcc3-4b2a-94d0-93b8000546d3,secret,3,none,12,4598.747595,50.47839552063957,399.95703125,0.0,128.04296875,0
b313fb3c-9eeb-41f5-b3b7-0e2ffa29b0b3,secret,0,low,25,10211.146134,78.39821206107911,139.9765625,0.0,64.0,0
055c9219-3562-4a22-a27b-c30ed51a6af6,secret,1,low,13,10212.718706,78.4339628907429,139.9609375,0.0,64.0,0
8349549e-d63f-4890-bdaa-edeeeac97564,secret,2,low,2,13138.945365,83.5819062712116,139.828125,0.0,64.8203125,0
e6838427-3823-4404-927c-d784741b7075,secret,1,none,22,2426.814034,10.800662775465062,139.81640625,0.0,0.125,0
fa0151e1-8c18-4a55-8e33-460a8e4315e5,secret,0,high,0,20187.74079,89.31563064714781,140.18359375,0.0,140.0,0
2130c8fe-69ca-4618-9f5d-368aab009690,secret,2,none,23,13099.942058,83.5074609610155,139.8046875,0.0,1.0703125,0
9e0c2324-c328-4206-9ffe-a94319298f9b,secret,0,low,5,10174.217266,78.77008904441062,139.9375,0.0,64.0,0
04dba775-7309-44d4-a22e-41e7463e6b1d,secret,0,none,7,2414.502833,11.153600497763426,139.98046875,0.0,0.125,0
48a3b2fe-7912-4162-ba46-2e82c61f608d,secret,2,low,14,13208.339368,83.1163531927203,139.8125,0.0,64.8203125,0
cab2b2ef-7bfc-444f-88bc-c0e285fbad8d,secret,1,low,8,10271.268544999999,78.27162696387275,139.97265625,0.0,64.0,0
8afc85f1-08e7-4f76-96dd-139781965a0e,secret,1,low,5,10215.450617,78.426173258256,139.984375,0.0,64.0,0
6930721c-a5e5-4f15-9a8d-207111e19d58,secret,2,low,5,13436.960697,83.35004658084995,139.79296875,0.0,64.8203125,0
57822216-74b7-4912-9d1f-d1605e63465e,secret,2,low,17,13184.763452000001,83.4598591022185,139.9921875,0.0,64.8203125,0
35812171-2af9-4022-859f-728b973673c7,secret,3,none,19,4581.988561,50.771012826192866,400.08984375,0.0,128.04296875,0
dfa01346-6f4c-4d08-a115-fb1e48c407de,secret,2,low,7,13079.706275999999,83.43123132683411,205.88671875,0.0,64.8203125,0
45d4e0dd-ffd4-475f-96d0-4698d9350754,secret,0,none,4,2401.520218,11.113293904403015,139.8984375,0.0,0.125,0
38120800-c48e-42c4-a6b2-65efb71f99d8,secret,3,none,14,4647.659482,49.64838773014051,345.0625,0.0,128.86328125,0
2138b902-4689-442f-9b56-d24efeb5c668,secret,2,none,4,13417.256557,83.99124628887425,139.9609375,0.0,1.0703125,0
ed01416a-9c0b-4aa8-9d10-9ca794bead26,secret,1,low,29,10215.983721,78.57742552485416,140.01171875,0.0,64.0,0
6c83842e-c551-4d9b-82d4-f145c14db7b3,secret,2,low,1,13409.101835,83.18988204626459,139.92578125,0.0,64.8203125,0
41f9c40b-af35-45e8-9cb8-698a7e436d24,secret,3,high,28,20220.248179,88.59498084007171,414.375,0.0,140.0,0
32ac8ff1-3aeb-49fa-ae09-02b642b6a80d,secret,3,none,5,4577.974612,51.10712046910757,400.05859375,0.0,128.04296875,0
74123827-e3e0-4d89-b524-b1b48d8481e4,secret,2,none,7,13498.167106,83.76120188180458,139.93359375,0.0,1.0703125,0
fb4b58fb-14d6-458b-9f8f-bd82105940d5,secret,0,low,14,10180.463612000001,78.68957942698454,140.07421875,0.0,64.0,0
414f36da-c7bc-4ef0-bf98-e2907c9d53dd,secret,2,high,21,20256.942753,89.02912063237738,284.17578125,0.0,140.8203125,0
b818e570-411c-4954-be04-43af662ec5e6,secret,2,none,14,13198.633020000001,83.50522348260576,139.8125,0.0,1.0703125,0
2c17ad6c-f5d7-4217-a6e6-0272052cfb8b,secret,2,none,6,13154.354626,83.0411168816242,140.73046875,0.0,1.0703125,0
d2a5f5b4-5001-4ee5-9b82-418bd8db3e5c,secret,1,none,0,2414.51828,10.79395431207918,139.8203125,0.0,0.125,0
c72fcd3e-8b85-4fc8-a434-7a50759cdab8,secret,1,high,21,20203.39497,88.80966801194997,139.8515625,0.0,140.0,0
8018f372-498f-42e3-ac3b-51d92f02eb4b,secret,2,low,26,13320.721689,82.99500776395207,150.609375,0.0,64.8203125,0
cee9aa91-17a9-4673-95f4-fb03b58883c7,secret,1,high,23,20208.342856000003,88.94683313759786,140.125,0.0,140.0,0
a3bb05db-aa33-4a20-aeca-5ea29369fff8,secret,1,high,10,20232.29954,89.18724717536482,140.3125,0.0,140.0,0
eb6d462d-3b93-4cbc-9b04-0eaacd357a21,secret,1,low,7,10229.230131,78.6985813878939,139.92578125,0.0,64.0,0
