run_id,workload,secret_N,rep,runtime_ms,avg_cpu_percent,max_mem_mib,blk_read_mib,blk_write_mib,exit_code
6395b4ef-2be5-4da3-8cf2-b51da2f9a431,secret,3,42,4611.808665,50.75902254500838,414.8515625,9.5859375,128.04296875,0
fc9472dd-4e78-4312-98c9-17c0979eca11,secret,0,11,2399.5634689999997,10.904233348286569,139.81640625,0.0,0.125,0
aa163f5b-c75b-453a-93e4-36e7fb5ebbf1,secret,0,27,2409.745016,10.643408256768026,139.640625,0.0,0.125,0
ac5ee2b1-d2b9-407f-8ca9-69881254bfd1,secret,3,5,4498.491844,50.06011076809235,399.91015625,0.0,128.04296875,0
c47c1012-48e9-448f-a62d-bedaaea77c5e,secret,0,41,2394.7730859999997,10.858565327971956,139.77734375,0.0,0.125,0
eb232bf9-7c15-4990-9a98-b7d293fef6ff,secret,0,45,2429.170008,10.681673128906835,139.7109375,0.0,0.125,0
c4f1f647-ab40-44e4-8496-495e20a930f9,secret,2,35,13073.606332000001,83.67723275576445,139.8515625,0.0,1.0703125,0
b71c4142-7136-4b9a-b1b8-1a229ac7c7a0,secret,0,10,2412.591205,10.82574617111729,139.671875,0.0,0.125,0
ce629860-e7a3-4761-8f9a-3ecec5519731,secret,1,45,2393.7439139999997,10.710001120027913,139.79296875,0.0,0.125,0
0cd8f449-8d35-4860-8365-52635406ea3a,secret,2,0,13129.695558,83.61734627815198,139.72265625,0.0,1.0703125,0
df6984fa-02d3-4baf-99f8-66d26b473f1a,secret,1,34,2422.722851,10.625317703745882,139.703125,0.0,0.125,0
ae926227-afa4-4bd2-a501-b432fee81bcc,secret,0,3,2422.448125,10.756019801249614,139.796875,0.0,0.125,0
2fce5795-1ae2-4a4c-8940-9e7e575a5fb1,secret,0,35,2403.652493,10.748475528488134,139.71875,0.0,0.125,0
42c8d73c-e0ce-49c0-9e20-a608fe4e0910,secret,0,24,2390.878367,11.007377189590004,139.640625,0.0,0.125,0
5ac8a81b-2549-43a2-988a-245d4d59b86d,secret,3,12,4469.970609999999,50.772928907467694,400.12890625,0.0,128.04296875,0
f5898cc9-4616-49bb-b5c4-abc62dda90f8,secret,2,14,13277.161143000001,83.02252929882964,139.63671875,0.0,1.0703125,0
4615625f-c321-4082-b240-528dce98f6d5,secret,3,34,4648.531929,49.728173008317526,329.734375,0.0,128.86328125,0
7681dafa-151b-4ea8-a90a-736f3d040835,secret,1,25,2400.1776600000003,10.722581260922158,139.734375,0.0,0.125,0
1d82cca3-e90b-4067-92b3-5d5ae290f851,secret,3,26,4617.617804,50.255653423498444,351.625,0.0,128.86328125,0
337fe4a3-049f-403c-9399-15c9b33ca403,secret,3,37,4580.82858,50.53098930848881,279.03515625,0.0,128.04296875,0
c417df5d-143e-426e-bf1d-e372d7c1ec1e,secret,1,28,2397.968233,10.734879489122907,139.80078125,0.0,0.125,0
c3ede2b4-784e-4b39-b483-576ef8b26b5d,secret,0,49,2408.235479,11.00378274096509,139.8359375,0.0,0.125,0
7c6c5582-f30f-49bc-b562-edc64dd99566,secret,0,21,2384.83249,11.137302142340404,139.61328125,0.0,0.125,0
fdda2f96-e652-40c6-b522-0b5209ddb7a7,secret,0,13,2402.1044620000002,10.880875671093108,139.71484375,0.0,0.125,0
05621bff-ed6e-4bcd-9cdb-d0fec36dcf3d,secret,0,43,2393.5878900000002,10.87789594390035,139.80078125,0.0,0.125,0
b1cf9d55-5d37-42d7-8ba1-3835a3b4dc7d,secret,0,38,2408.343939,10.750250236579685,139.70703125,0.0,0.125,0
f89c4099-12a0-42e6-8883-f33707c0aa2a,secret,0,16,2416.131702,11.550901789376052,139.73046875,0.0,0.125,0
6b34d98c-4615-400b-b26f-0972ecd09985,secret,0,44,2391.3070150000003,10.93042417223871,139.71875,0.0,0.125,0
2bfe9e92-b492-46bf-810e-69c4fa6612d5,secret,1,2,2389.810324,10.77328177112687,139.78515625,0.0,0.125,0
c6737fc5-bf3e-4092-85a3-caafbc8796ef,secret,3,35,4477.308833,50.386562199427345,399.8046875,0.0,128.04296875,0
e32a2400-a93d-4ed4-8220-ebc28ace9835,secret,2,11,13116.482538,83.00878660461494,139.72265625,0.0,1.0703125,0
06f928b1-e632-4b14-b522-c4aabc611b88,secret,0,42,2422.717915,11.007265779846268,139.7265625,0.0,0.125,0
7cc5c5e0-f133-482d-b9fb-88b3229e9d3d,secret,3,49,4506.943635,50.962208228281966,268.265625,0.0,128.04296875,0
0669e681-9cb3-4d14-b229-ecab46d23d17,secret,0,14,2403.505439,10.873659603979785,139.671875,0.0,0.125,0
160a82ca-391e-4803-848a-ccf58a8b3cab,secret,2,5,13207.678625999999,83.28067566958379,139.7109375,0.0,1.0703125,0
5cde6781-2b16-454d-8b6e-b0999885e69e,secret,0,31,2401.351829,10.947541998020148,139.66796875,0.0,0.125,0
f73f05de-42bd-4f79-b71d-f8065024303c,secret,3,30,4488.321411,50.90090015391725,399.8828125,0.0,128.04296875,0
6b4b7cfa-c4ee-47fe-95d6-827bcd62636a,secret,3,21,4579.682177,50.562417008528584,343.921875,0.0,128.86328125,0
7a32a0aa-96c0-40b6-a549-49cbb35bcfe6,secret,2,6,13514.950268999999,83.61895364070911,139.71484375,0.0,1.0703125,0
a4cb299e-672a-497b-9a58-f70839b0ebca,secret,3,11,4584.096212,50.49370460289981,268.09375,0.0,128.04296875,0
90e8a0bb-a672-4506-b822-90df4bdb7f31,secret,2,20,13086.975529,82.86855871295946,139.85546875,0.0,1.0703125,0
2df6aed2-3a68-4b24-82f5-9620a0ac70a6,secret,0,17,2394.244145,11.053133430550794,139.64453125,0.0,0.125,0
24f8dd73-d2c5-408c-be55-ee99f0d43992,secret,1,0,2404.1475010000004,10.801708293354833,139.80078125,0.0,0.125,0
60c8261e-9967-48a1-b3ad-ffe72075c651,secret,3,25,4571.7693229999995,50.55860951626583,281.41796875,0.0,128.04296875,0
a6338989-aa9b-473b-aaa0-42f8063fc06b,secret,0,48,2412.494196,10.989083432389737,139.70703125,0.0,0.125,0
3a42da14-09c7-4139-a19e-da966285ebe0,secret,0,7,2393.1218240000003,11.047452634822488,139.7109375,0.0,0.125,0
1ce14183-ef6d-497c-800e-baf023e4ac91,secret,2,19,13072.514432,83.5162512674287,139.71484375,0.0,1.0703125,0
bea77232-679c-4fdb-be2d-d04cdaf6dcd4,secret,1,17,2400.3274490000003,10.764198030882909,139.640625,0.0,0.125,0
5db317b8-e345-4526-8659-946d6844ab96,secret,2,36,13303.760076999999,83.72347318001022,139.64453125,0.0,1.0703125,0
63693925-49c4-4d50-b328-b5d1ef16f00f,secret,1,42,2419.594328,10.76122542472748,139.64453125,0.0,0.125,0
83f5439a-07b1-4476-a110-ff5361a395f0,secret,1,22,2402.35772,10.796477054216554,139.71875,0.0,0.125,0
089885bb-af65-4054-8855-4cac6b71fc35,secret,1,27,2416.255284,10.717865852787103,139.77734375,0.0,0.125,0
de729464-c2a3-4227-a25f-70ab16a6ef14,secret,3,31,4586.423453,50.98377905926864,268.06640625,0.0,128.04296875,0
59ef49f5-c8c6-41e6-a3ee-8470a6ad2eee,secret,2,49,13128.069118000001,83.39361182208548,139.85546875,0.0,1.0703125,0
7102c9d0-4030-44ad-b84e-b99d78ece737,secret,0,5,2402.441052,11.233241280793765,139.8046875,0.0,0.125,0
0bd0ccd1-5f0d-4118-a4b5-adbbbb792d55,secret,3,32,4580.110735,50.573078556800446,399.75390625,0.0,128.04296875,0
244f5c00-615b-49a9-b8e6-ea847c45f3ea,secret,3,29,4558.356693000001,50.68723567745601,393.78515625,0.0,128.86328125,0
69103331-7725-42fc-83ad-bd860ffd2223,secret,0,9,2401.9982689999997,11.15641936376433,139.62109375,0.0,0.125,0
7934e173-5080-439f-9dc2-ec97e63c0eec,secret,3,47,4573.344704,50.45276814542078,399.90234375,0.0,128.86328125,0
7e9a9f09-eae5-4eab-b934-8f136fcd4935,secret,1,18,2413.928933,10.745428187798268,139.80078125,0.0,0.125,0
c6ac0ef2-1537-46a0-87db-2f52844e3f50,secret,2,3,13420.65816,83.55226596427966,139.66796875,0.0,1.0703125,0
ba5757d5-e964-4850-9cda-8e446b3c5e3b,secret,3,8,4558.052535,50.5261398879423,391.28515625,0.0,128.86328125,0
980b7dd0-2d2d-4691-8af2-596d7cd7e46d,secret,2,33,13505.47751,83.36810002951165,139.8359375,0.0,1.0703125,0
35a37efe-3c2a-4daf-a07a-7c6f63dfaee6,secret,0,47,2400.067014,10.996567948331462,139.64453125,0.0,0.125,0
c17963e0-3032-43ac-808b-9e9827722051,secret,3,48,4566.61226,50.71768453580072,284.74609375,0.0,128.04296875,0
415b9402-da09-4c44-be51-fe66c6f3b8cb,secret,3,16,4573.714237,50.785879476448805,268.15625,0.0,128.04296875,0
357214d7-5c64-4efc-a121-2feb69cb0f97,secret,0,8,2425.419894,10.996157847132757,139.66796875,0.0,0.125,0
e77d099a-c5e1-4676-81aa-5d03177e82ba,secret,2,39,13268.764429,83.37511046485396,141.34375,0.0,1.0703125,0
822ea47c-b8ee-4c5b-a2a3-f31763323825,secret,1,4,2403.826776,10.886974161901923,139.6171875,0.0,0.125,0
e6a60753-fe70-40f1-8e9f-4b55ad6d7aec,secret,3,4,4584.450079,51.00799353692778,268.26953125,0.0,128.04296875,0
10cef3ed-7c18-41dc-b5c8-f7c1eaf7a207,secret,2,38,13404.005706,83.37770995574358,140.06640625,0.0,1.0703125,0
e151aa9e-256f-4bd7-937d-d509ea3fe814,secret,2,21,13092.139283,83.43186521230658,139.796875,0.0,1.0703125,0
def54130-147e-4273-a492-947c5ba78314,secret,2,4,13141.978066,83.54274329832077,139.796875,0.0,1.0703125,0
6fa4149e-63dc-4fe9-8816-48ae46cd6e57,secret,1,6,2410.599231,10.79337438816266,139.69921875,0.0,0.125,0
99bddb3c-c255-404b-bd69-183bdfec4f2f,secret,2,45,13406.305038999999,83.78261547327754,139.73046875,0.0,1.0703125,0
3af6b863-2059-4bae-9408-5926580af4ca,secret,1,40,2389.391133,11.415962679057953,139.84375,0.0,0.125,0
56083366-624f-4931-a276-21b68135bdfb,secret,0,40,2400.14796,11.14164645082964,139.671875,0.0,0.125,0
2a8d03db-d8cf-4391-9966-d57fbad74d08,secret,1,47,2396.986102,10.77936996732741,139.7890625,0.0,0.125,0
a5d7b0e4-11e1-45e0-8744-1a035ee22d97,secret,3,1,4576.5605080000005,50.94743084734061,318.515625,0.0,128.04296875,0
d679ac37-b2b1-437d-b310-5101d6668e5e,secret,2,10,13046.943474000002,83.59133326310294,139.7890625,0.0,1.0703125,0
559b9e89-274a-44a8-8140-592b4064a734,secret,1,49,2413.207276,10.77698557378293,139.84765625,0.0,0.125,0
25b7436b-8282-4898-ac63-0661d5706541,secret,1,13,2417.986435,10.715527442568138,139.69140625,0.0,0.125,0
380a798e-2188-4815-8082-e36145f1b17d,secret,1,15,2415.39946,10.783723533663453,139.8359375,0.0,0.125,0
8dfa3b66-a209-4c54-8ef2-d9928f22b7df,secret,1,9,2385.506204,10.845203402371869,139.84375,0.0,0.125,0
90849b73-f6a8-44e2-90bf-cd3b5007c042,secret,1,38,2403.693588,10.865236788242411,139.65625,0.0,0.125,0
7b28afae-1884-4711-aa11-75a44ceebd5c,secret,2,30,13407.519976,83.56168791883066,139.65234375,0.0,1.0703125,0
6c486049-3963-43f8-8803-0e03d45f278f,secret,1,48,2392.512922,10.8358035443037,139.70703125,0.0,0.125,0
0435ca8d-de2c-4da8-9e43-7bf9661ce1aa,secret,0,46,2434.122835,10.923688655999976,139.80078125,0.0,0.125,0
57f7fd2b-fefe-4205-a678-85cbee4e1828,secret,1,12,2409.66484,10.663640674609336,139.6796875,0.0,0.125,0
2bed311a-5eff-41e1-9fa6-1459c8300e1d,secret,3,41,4583.456349,50.98898783032786,269.80859375,0.0,128.04296875,0
86949d44-64b9-4bc7-8575-7874101c77e0,secret,2,16,13439.875708000001,83.37841244565772,139.796875,0.0,1.0703125,0
96b92755-a89f-4111-83a0-e0efee7c3af9,secret,1,26,2410.199027,10.853875429765495,139.85546875,0.0,0.125,0
20d6e691-4319-4329-aa9d-519cd3d8e8da,secret,1,33,2403.4216810000003,10.861556341265274,139.8359375,0.0,0.125,0
f6b5c910-38b9-4866-95cc-46b69ba0212e,secret,3,14,4697.914973999999,49.52514068212254,324.79296875,0.0,128.86328125,0
37b5e1f6-ddac-4636-bb93-a35f2edecdb8,secret,0,4,2397.706032,10.945128239140201,139.65234375,0.0,0.125,0
9e227124-122c-41e1-8d80-1c4f44c74330,secret,0,1,2419.487051,10.868791378375516,139.85546875,0.0,0.125,0
ff7208f7-1ef2-423b-90bc-698c7396169a,secret,0,34,2404.687696,11.034904883548755,139.7109375,0.0,0.125,0
b444ea7c-2458-4842-9476-4b278f6a697d,secret,0,37,2415.2719110000003,11.031759976444325,139.72265625,0.0,0.125,0
0acae15b-28a0-4847-aad1-af7e3020417a,secret,3,27,4587.021836,50.16531602139946,330.80859375,0.0,128.86328125,0
d29095c1-9031-45bb-95fd-2d66f67efef1,secret,1,5,2469.760456,10.43121406264835,139.86328125,0.0,0.125,0
ffd512e0-ecad-4f5d-a50f-425742e31400,secret,2,44,13280.466423,83.18795174894439,139.8203125,0.0,1.0703125,0
f0923462-6e52-491a-83ee-47e0a8d253c7,secret,2,24,13183.779133,83.20184136385744,139.86328125,0.0,1.0703125,0
40883f46-b0ac-4ff2-8fea-01ca79376aef,secret,3,6,4544.974031,50.94607767187922,399.890625,0.0,128.04296875,0
cb21efa9-714e-42de-90ee-78e1871dcd85,secret,3,19,4695.179098,49.74796384220912,376.03125,0.0,128.86328125,0
2c87db16-d336-4e27-b9f0-22db20da5500,secret,1,32,2453.964429,10.57256563844023,139.61328125,0.0,0.125,0
dc0952f3-f76a-4233-95b3-ea16ae984f74,secret,3,38,4565.282864000001,50.873342773881625,399.84375,0.0,128.04296875,0
68fa7d57-5256-42b5-a0ba-63efa2c6cff6,secret,1,20,2446.902915,10.54794607574367,139.6328125,0.0,0.125,0
5863ec5c-6335-4a9a-a8c6-57d872db68f8,secret,0,39,2471.49223,10.784739549838681,139.6640625,0.0,0.125,0
f6f6f281-f6e7-41a3-96c9-684388d52d0c,secret,1,35,2437.9245260000002,10.69688570006207,139.78125,0.0,0.125,0
940cda17-a490-47dd-aca8-14548c3c775f,secret,1,1,2475.181272,10.483515002936722,139.640625,0.0,0.125,0
e3d84e15-1059-46cc-8e3d-96710fb7d6bd,secret,1,21,2457.87446,10.482512601558991,139.82421875,0.0,0.125,0
0dcd1672-b3ae-4e8a-aebb-79e83742c930,secret,0,32,2450.91695,10.695180838338892,139.75,0.0,0.125,0
73eb7817-5684-4197-a763-0bebf58c6bad,secret,1,19,2485.632277,10.325702734668827,139.64453125,0.0,0.125,0
4dc1de5c-2db9-47ee-861e-9bab57d5340e,secret,3,17,4475.5139039999995,51.42169255564444,267.96875,0.0,128.04296875,0
28b4fb68-fd7e-4607-b01e-81f366bd7f5e,secret,2,26,12860.443464,82.55565237481923,139.7734375,0.0,1.0703125,0
5ed9b83c-e784-4f55-b12d-ddd9ee4fe50e,secret,1,36,2476.6538800000003,10.491615404894606,139.66796875,0.0,0.125,0
7544b36c-f106-43b2-8158-f47fb48e291c,secret,1,8,2461.378404,10.478396965735302,139.77734375,0.0,0.125,0
1e187bfc-1e7a-43ed-8943-830e2af58baf,secret,3,18,4569.634604,50.610042167826684,399.890625,0.0,128.04296875,0
f2a57c5f-78f2-43bd-9a26-41615cfcea16,secret,3,22,4599.4237570000005,50.38020244326012,399.88671875,0.0,128.04296875,0
8a72cd9c-3ec0-42b6-9f18-f9dcec939c84,secret,0,15,2442.467713,10.794369915177668,139.7421875,0.0,0.125,0
6776456f-df3d-4db6-8bff-3c11d157f7b0,secret,2,23,13170.323007,83.20175590360144,139.90625,0.0,1.0703125,0
c9cf2e61-6687-422f-8804-527210895c04,secret,3,10,4595.200196000001,50.35362772690828,399.84375,0.0,128.04296875,0
5a04222d-1e4b-451e-96f2-0c831edb7fdf,secret,2,43,13196.754586000001,82.77923127849246,139.734375,0.0,1.0703125,0
0f0b2653-cd27-4789-9423-b8f76c202c04,secret,2,13,13215.548672,83.57591708168165,139.80078125,0.0,1.0703125,0
74991471-163e-46be-a86b-f1ea1b5783c2,secret,3,33,4695.500535,49.344537024954256,391.6328125,0.0,128.86328125,0
0ffbc63a-0971-4c56-b396-067a74abb69c,secret,0,18,2439.483529,10.921287101668316,139.65625,0.0,0.125,0
73a1c594-54a7-4d2e-95b7-dbb8ed11f6c2,secret,1,10,2423.759345,10.663888745109716,139.7109375,0.0,0.125,0
6c023d37-c70b-4b15-aee6-e0cf4be7d311,secret,2,9,13303.64524,82.25689878663661,139.8515625,0.0,1.0703125,0
028c7364-4dbc-46fb-8ea6-d8288a81bac6,secret,3,44,4600.644222,50.36590286463583,399.88671875,0.0,128.04296875,0
4da17ea6-2c60-41b1-9db9-575d5c45f096,secret,0,12,2410.320703,10.962234181996319,139.70703125,0.0,0.125,0
598121a5-19e0-479c-9b15-7d1393412fff,secret,0,33,2448.98391,10.835840893703544,139.6328125,0.0,0.125,0
a8806cca-2cd5-4143-8635-570c0f9108bd,secret,3,43,4653.293982,50.13467898276451,384.828125,0.0,128.86328125,0
bb2008e3-9e41-49c1-86bd-39c22f25f600,secret,3,2,4576.603777,50.815629084772304,399.76953125,0.0,128.04296875,0
45eec2f0-712d-410a-b0b8-f3ac9a69933e,secret,2,32,13135.215211,82.69766292754196,243.234375,0.0,1.0703125,0
7721a7e4-6504-4e11-8bfc-e1cfc919bae4,secret,3,45,4669.627453,49.83219803766217,344.21484375,0.0,128.86328125,0
90cd232d-acd0-4413-9da7-140de99da8ab,secret,2,22,13480.13206,82.95454339933225,139.78515625,0.0,1.0703125,0
7fd9baf6-f4b1-41ec-81a2-55a245348af3,secret,3,39,4550.723620000001,50.66011897246354,400.1953125,0.0,128.04296875,0
4e96b533-9a95-4bc4-8853-85083852a5a0,secret,1,16,2457.132997,10.514408471801577,139.86328125,0.0,0.125,0
2f9592fa-19cd-42b5-9912-ac6e5447f564,secret,2,34,13224.697622000002,82.70653373431058,139.6875,0.0,1.0703125,0
ce0d4eee-a183-4a47-be36-c72b5f45c293,secret,3,20,4535.892769,51.231700534938284,399.765625,0.0,128.04296875,0
4880b08e-965f-47c7-8172-c60172b5503f,secret,3,24,4569.741179000001,50.87528831356599,399.8671875,0.0,128.04296875,0
f3d6805e-a389-4ce6-b753-ca7b48f508dd,secret,2,29,13154.185503,83.53617179485506,139.8359375,0.0,1.0703125,0
c642247b-72b8-4e71-bb6b-a88542e1eaec,secret,2,48,13317.019835,82.901032939702,139.84765625,0.0,1.0703125,0
d8b5c693-5f45-4403-8b8e-69ff345cecb4,secret,0,29,2430.745593,11.009173513289177,139.73046875,0.0,0.125,0
463a0dc5-7d0f-4a2f-9469-cf45c17a871e,secret,2,27,13323.684257,83.09186698253953,139.7890625,0.0,1.0703125,0
eef9bf0d-a274-4fa2-8a8a-9ef8ae4c571f,secret,2,41,13433.069743,83.31176874765967,139.7890625,0.0,1.0703125,0
5089a668-6d25-4487-b3d9-0719d8d6a911,secret,2,2,13608.743798000001,83.15054032880691,139.66796875,0.0,1.0703125,0
58303cc6-15c4-4c0c-ba74-64fccb80704f,secret,0,23,2441.23077,10.94525774800061,139.72265625,0.0,0.125,0
5c6f458e-eddd-4ea8-9e80-aab2a5234a33,secret,2,8,13368.568258,82.73571848938381,139.7734375,0.0,1.0703125,0
31a2f8a3-6b06-4b72-9a0b-d3e6bb2ed484,secret,2,18,13246.299131,82.64702383460013,139.73046875,0.0,1.0703125,0
bac1fb04-d6f6-4574-9133-1eb428d9fbd1,secret,1,43,2439.150976,10.627837413537783,139.7265625,0.0,0.125,0
4ff3c251-5b4d-4960-b0df-9ff7ca8325f4,secret,1,44,2422.962959,10.718034257823748,139.7109375,0.0,0.125,0
c45b4626-74d6-4c59-90a3-7f2989305e5e,secret,0,6,2472.79026,10.753762836319163,139.72265625,0.0,0.125,0
bead2b14-6ad9-4b7d-bae7-4d1e7719d1e6,secret,1,29,2448.517694,10.588732956078855,139.70703125,0.0,0.125,0
1328ffad-c192-47b9-bebb-53ec81db38d3,secret,2,47,13348.090443000001,82.72954133144242,139.6875,0.0,1.0703125,0
8017b4f9-4937-44da-9c9e-4207f56a8904,secret,0,36,2470.2978820000003,10.947262756063035,139.60546875,0.0,0.125,0
b4418e9b-bb1e-4027-aef5-f411b607fcc0,secret,2,17,13304.589564,82.98147001748426,139.7890625,0.0,1.0703125,0
e319662b-1a62-4cc0-928a-aece62fcf7f4,secret,3,28,4724.583209,48.95191591915087,397.15234375,0.0,128.86328125,0
44c4526a-c0a1-44bc-b17a-d7a8034816b6,secret,1,24,2459.7422469999997,10.519028988324727,139.60546875,0.0,0.125,0
88e716e9-404b-49ea-988e-d8967aac950f,secret,2,37,13417.405282000002,82.83450314279625,139.8359375,0.0,1.0703125,0
a5298d55-2ea2-4c6a-b2ea-21eaa92caba2,secret,3,40,4495.363131,51.3533374885883,269.515625,0.0,128.04296875,0
90d1b441-4441-4089-b4ec-c219a691d2ae,secret,0,22,2459.960323,11.00188476495196,139.78515625,0.0,0.125,0
11d82c86-ed57-4630-b5a8-1cacb427d26d,secret,1,37,2476.259405,10.461262639808126,139.66015625,0.0,0.125,0
fa9de088-c94b-49d8-b186-c99817ecae73,secret,0,19,2459.0115250000003,10.80487005850857,139.77734375,0.0,0.125,0
19a61a43-ea6c-49ef-b3eb-f231f3189a1b,secret,3,13,4674.316669999999,49.49645399185161,359.8828125,0.0,128.86328125,0
d91758c7-3722-47ae-ad8a-cb1b6a51f440,secret,3,46,4576.697521,50.75635847335693,399.87890625,0.0,128.04296875,0
f19a13cc-7f62-4058-843f-e831d2c839fd,secret,1,46,2437.11179,10.671771441391288,139.70703125,0.0,0.125,0
47504ca0-4d42-41b8-bcef-d93220349e8a,secret,1,41,2414.668723,10.76619734722923,139.7109375,0.0,0.125,0
e8a1bb5b-0772-4ab6-a84e-0625cce0b807,secret,1,39,2456.250101,10.67273238556907,139.84375,0.0,0.125,0
69c1168c-2154-4ce3-aee0-e8eebf47d3f9,secret,1,14,2456.734006,10.563943811831617,139.703125,0.0,0.125,0
8f3fe8f6-819f-4780-8722-56997701d0b5,secret,2,1,13270.751170000001,82.58078129574334,139.72265625,0.0,1.0703125,0
389ee9e5-3952-45ef-ad22-cbcd230e1852,secret,1,3,2462.185785,10.542055826221903,139.7265625,0.0,0.125,0
2cf2acd5-6378-4a49-abb6-419254d5af26,secret,1,30,2460.023169,10.530266676524949,139.78515625,0.0,0.125,0
b2567aa6-607c-4fb5-9f6b-0dbc477783c4,secret,3,23,4576.639825,50.328627291530424,399.9375,0.0,128.04296875,0
a15b16b7-70f9-451b-8154-ca20e9c58aac,secret,3,36,4697.1155610000005,48.9003723704638,397.49609375,0.0,128.86328125,0
